Name,ID,L,a,b,LRV,R,G,B,,,
Lickety Split,699,84.9431,-9.15196,1.4381,0.658956,0.762631,0.85264,0.819462,194.470905,217.42320,208.962810
Uninhibited,700,81.4699,-10.8095,1.33784,0.593249,0.711141,0.818103,0.782051,181.340955,208.616265,199.423005
Plunge,701,76.0515,-11.8751,1.21928,0.499711,0.644279,0.761413,0.724339,164.291145,194.160315,184.706445
Peg's Promise,702,67.8419,-13.2569,1.30478,0.37758,0.547429,0.676382,0.636679,139.594395,172.477410,162.353145
Mountain Meadow,703,53.7348,-14.5842,2.66578,0.217258,0.398653,0.532419,0.483152,101.656515,135.766845,123.203760
Plateau,704,40.6915,-13.1852,3.41431,0.116729,0.287934,0.400599,0.35219,73.423170,102.152745,89.80845
Bay Green,705,91.1013,-9.99012,2.74369,0.787065,0.826591,0.922802,0.877442,210.780705,235.314510,223.747710
Filtered Forest,706,86.1499,-16.4397,2.5112,0.682874,0.716459,0.881653,0.823464,182.697045,224.821515,209.983320
Shimmering Glade,707,81.7619,-19.9511,2.71325,0.598598,0.638239,0.840245,0.773562,162.750945,214.262475,197.258310
Catarina Green,708,75.1346,-20.1766,2.38286,0.484927,0.56499,0.76817,0.704764,144.07245,195.88335,179.714820
Calmness,709,64.2789,-24.8668,3.09092,0.33146,0.40911,0.660331,0.585306,104.32305,168.384405,149.253030
On the Nile,710,53.4509,-27.4913,5.89564,0.214615,0.280535,0.551276,0.456414,71.536425,140.575380,116.385570
Cute Pixie,711,31.6875,-22.7106,2.85895,0.0694766,0.100435,0.329494,0.271545,25.610925,84.020970,69.243975
Teal Treat,712,93.3617,-10.5747,4.36367,0.837957,0.85119,0.949252,0.890225,217.05345,242.059260,227.007375
Mediterranean Mist,713,88.7963,-17.7435,4.225,0.737334,0.73881,0.913678,0.839492,188.39655,232.987890,214.070460
Turquoise Tower,714,85.8145,-23.1582,5.24589,0.676169,0.659991,0.891305,0.798271,168.297705,227.282775,203.559105
Aquamarine Ocean,715,76.8588,-29.8252,8.22375,0.512974,0.508331,0.804361,0.678914,129.624405,205.112055,173.123070
Blue Green Scene,716,67.6948,-36.9833,11.0327,0.375596,0.337491,0.716335,0.56193,86.060205,182.665425,143.29215
Tropical Tale,717,58.1566,-42.143,15.7494,0.261261,0.162784,0.621426,0.431793,41.509920,158.463630,110.107215
Aquadazzle,718,40.6082,-37.8752,12.9828,0.116215,-0.0896713,0.434892,0.285073,-22.8661815,110.897460,72.693615
Mint Grasshopper,719,93.3263,-6.89831,6.06208,0.837144,0.885626,0.94013,0.877667,225.834630,239.73315,223.805085
Silky Mint,720,91.3489,-9.64726,6.81081,0.792536,0.843331,0.924134,0.849628,215.049405,235.654170,216.655140
Leaves of Spring,721,88.3259,-14.739,8.65766,0.727448,0.772772,0.901304,0.80163,197.056860,229.832520,204.41565
Liliana,722,81.3196,-21.3948,11.8984,0.590509,0.648687,0.836897,0.700676,165.415185,213.408735,178.672380
Goddess Green,723,66.1203,-25.5591,16.0574,0.354795,0.464134,0.67942,0.511793,118.354170,173.25210,130.507215
Wildness Mint,724,57.6633,-28.3275,20.4883,0.256083,0.364458,0.594584,0.395807,92.936790,151.618920,100.930785
Melbourne,725,47.7102,-25.0778,21.8385,0.165673,0.299868,0.487317,0.292288,76.466340,124.265835,74.533440
Hidden Jade,726,94.3497,-3.90737,6.252,0.860874,0.921436,0.944549,0.888162,234.966180,240.859995,226.481310
Graceful Mint,727,92.1775,-10.4879,9.64513,0.811029,0.853012,0.934886,0.837201,217.518060,238.395930,213.486255
Celtic Spring,728,83.8746,-23.91,15.9247,0.63825,0.664814,0.869648,0.697417,169.527570,221.760240,177.841335
Garden Goddess,729,78.218,-25.002,17.4667,0.535831,0.599001,0.809066,0.625971,152.745255,206.311830,159.622605
Lucerne,730,69.3659,-30.8863,23.7565,0.398547,0.468532,0.722708,0.48735,119.475660,184.290540,124.27425
Aqueous ,731,59.9177,-35.2395,28.4953,0.280321,0.33906,0.628533,0.357876,86.46030,160.275915,91.258380
Tingle,732,45.7138,-36.8335,29.7034,0.150582,0.170193,0.483642,0.213865,43.399215,123.328710,54.535575
Leaf Print,733,92.0679,-7.22336,7.7776,0.808568,0.873454,0.926481,0.850725,222.730770,236.252655,216.934875
Vineyard Green,734,85.2695,-12.0897,6.46457,0.665367,0.755815,0.861914,0.785209,192.732825,219.788070,200.228295
Cool Spring,735,84.0236,-13.4355,7.60195,0.641111,0.734246,0.850879,0.763014,187.232730,216.974145,194.568570
Mini Green,736,76.1576,-17.2408,9.16325,0.50144,0.622638,0.772435,0.66682,158.772690,196.970925,170.03910
Buenos Aires,737,69.3475,-19.0409,10.8428,0.398289,0.540925,0.702406,0.583341,137.935875,179.113530,148.751955
Spring Forest,738,56.5849,-20.7451,13.3682,0.244999,0.404037,0.571292,0.436835,103.029435,145.679460,111.392925
Jungle Adventure,739,40.3193,-16.3438,13.1659,0.114445,0.283996,0.401189,0.284823,72.418980,102.303195,72.629865
Just About Green,740,90.8346,-4.26097,9.00746,0.781198,0.886215,0.905561,0.828458,225.984825,230.918055,211.256790
Turning Leaf,741,85.2902,-6.7291,9.39524,0.665776,0.806753,0.849727,0.764653,205.722015,216.680385,194.986515
Isle of Dreams,742,80.3921,-9.11365,9.87847,0.573786,0.736097,0.801269,0.708007,187.704735,204.323595,180.541785
Belladonna's Leaf,743,76.4796,-11.5533,11.3421,0.506715,0.678565,0.763825,0.655375,173.034075,194.775375,167.120625
Hidden Glade,744,68.3044,-11.975,13.3626,0.383864,0.594277,0.676938,0.555901,151.540635,172.619190,141.754755
Chic Shade,745,58.1214,-13.2214,15.1531,0.26089,0.484814,0.572999,0.440909,123.627570,146.114745,112.431795
Mother Nature,746,41.5043,-11.1735,14.6616,0.121822,0.3372,0.403587,0.286781,85.9860,102.914685,73.129155
Whitewash,747,92.4986,-3.20059,9.12986,0.818273,0.91331,0.921618,0.846049,232.89405,235.012590,215.742495
Balance,748,86.0867,-6.69563,10.9909,0.681606,0.81955,0.858198,0.761397,208.98525,218.840490,194.156235
Perspective,749,82.1553,-7.82411,13.0989,0.605853,0.772809,0.817203,0.703308,197.066295,208.386765,179.343540
Wispy Mint,750,78.762,-8.75783,16.423,0.545166,0.736342,0.781811,0.642677,187.767210,199.361805,163.882635
Green Glass,751,72.9955,-9.9987,17.6423,0.451576,0.667929,0.72217,0.573529,170.321895,184.15335,146.249895
Cactus Valley,752,60.4407,-11.2975,21.3277,0.286154,0.534934,0.592394,0.420559,136.408170,151.060470,107.242545
Baby Vegetable,753,42.5723,-10.048,20.2507,0.128737,0.364893,0.411311,0.259357,93.047715,104.884305,66.136035
Colleen Green,754,93.458,-4.01823,9.42612,0.840173,0.918389,0.934277,0.854233,234.189195,238.240635,217.829415
Creamy Mint,755,86.3259,-10.1065,14.9305,0.686408,0.804655,0.867967,0.733856,205.187025,221.331585,187.133280
Meadow Grass,756,83.3404,-12.2593,16.0332,0.628064,0.757654,0.839578,0.693243,193.201770,214.092390,176.776965
Garland Pine,757,80.7052,-13.1113,18.0358,0.579396,0.727014,0.812212,0.650267,185.388570,207.114060,165.818085
Glendale,758,72.9074,-15.7877,21.3452,0.450236,0.630143,0.732788,0.544309,160.686465,186.860940,138.798795
Perennial Garden,759,64.3728,-18.2186,24.2102,0.332624,0.528256,0.646515,0.43695,134.705280,164.861325,111.42225
Green Knoll,760,49.921,-17.333,25.3217,0.183526,0.392205,0.496305,0.29007,100.012275,126.557775,73.96785
Maison Verte,761,93.5012,-6.69042,9.78047,0.841168,0.898668,0.941011,0.851501,229.160340,239.957805,217.132755
Green Song,762,89.8371,-13.3254,15.2865,0.759521,0.818179,0.914133,0.76843,208.635645,233.103915,195.94965
Graceful Flower,763,85.5905,-18.015,18.6341,0.671715,0.741332,0.876371,0.696543,189.039660,223.474605,177.618465
Green Sheen,764,81.9249,-18.1512,21.4769,0.601596,0.707343,0.835726,0.63634,180.372465,213.110130,162.26670
Sweetness,765,72.9349,-24.8079,26.4641,0.450653,0.567551,0.750045,0.504659,144.725505,191.261475,128.688045
Gentle Caress,766,65.4802,-27.2449,32.9142,0.346564,0.482795,0.67385,0.380952,123.112725,171.83175,97.142760
Golf Day,767,53.1489,-28.2188,34.9693,0.211827,0.352697,0.546479,0.245449,89.937735,139.352145,62.589495
Restful Rain,768,94.9381,-3.08604,10.1458,0.874718,0.943982,0.948563,0.865327,240.715410,241.883565,220.658385
Earth Happiness,769,92.3504,-8.53156,17.1284,0.814926,0.8886,0.931247,0.782767,226.5930,237.467985,199.605585
Woodland Nymph,770,89.367,-13.5139,23.3751,0.749446,0.829951,0.908188,0.70194,211.637505,231.587940,178.99470
Green Lime,771,84.2561,-16.9535,29.2154,0.645592,0.758687,0.858042,0.602472,193.465185,218.800710,153.630360
Wonder Woods,772,77.8691,-20.8186,36.0956,0.529901,0.671906,0.795017,0.482523,171.336030,202.729335,123.043365
Glass Bottle,773,71.1748,-25.474,44.1358,0.424422,0.576689,0.730656,0.349328,147.055695,186.317280,89.078640
Green Gone Wild,774,61.5302,-29.3465,48.3456,0.298565,0.44978,0.634541,0.213228,114.69390,161.807955,54.373140
Elfin Magic,775,93.4555,-4.68485,17.8296,0.840114,0.932272,0.934553,0.790298,237.729360,238.311015,201.525990
Green Mist,776,91.3992,-8.03198,23.4864,0.793651,0.895395,0.918559,0.724148,228.325725,234.232545,184.657740
Envy,777,89.9297,-9.14125,26.9697,0.761516,0.877384,0.904232,0.681502,223.732920,230.579160,173.783010
Vacation Island,778,84.8252,-11.1483,34.7064,0.656649,0.81945,0.851208,0.56768,208.95975,217.058040,144.75840
Frog Green,779,80.2697,-12.5667,39.2098,0.571603,0.765893,0.803861,0.485155,195.302715,204.984555,123.714525
Hyper,780,70.985,-15.6268,46.6229,0.421657,0.65278,0.709429,0.330352,166.45890,180.904395,84.239760
Science Experiment,781,63.413,-16.9392,51.5057,0.320849,0.567771,0.631777,0.208882,144.781605,161.103135,53.264910
Tender Shoot,782,92.0849,-4.38067,13.5567,0.80895,0.909835,0.919108,0.807822,232.007925,234.372540,205.994610
Clean Air,783,87.0234,-6.72426,18.9552,0.700542,0.847361,0.867469,0.711844,216.077055,221.204595,181.520220
Fresh Start,784,83.6182,-7.58763,23.1986,0.633348,0.811862,0.831333,0.643597,207.024810,211.989915,164.117235
Misty Valley ,785,77.2576,-8.86382,28.4489,0.519612,0.742584,0.764248,0.537762,189.358920,194.883240,137.129310
Peter Pan,786,67.8638,-9.12221,33.9702,0.377877,0.648436,0.664012,0.401543,165.351180,169.323060,102.393465
Totally Cool,787,61.0789,-10.843,35.1217,0.293382,0.566488,0.596727,0.325866,144.454440,152.165385,83.095830
Green Glow,788,51.8822,-10.2664,33.2847,0.200398,0.473397,0.502228,0.252162,120.716235,128.068140,64.301310
Garden Seat,789,91.1826,-2.14285,15.847,0.788859,0.921757,0.903339,0.781139,235.048035,230.351445,199.190445
Forest Found,790,88.3999,-3.86958,18.2891,0.728998,0.882783,0.876162,0.732251,225.109665,223.421310,186.724005
Origin,791,84.4706,-3.81489,22.6288,0.649745,0.848056,0.832091,0.657748,216.254280,212.183205,167.725740
Footie Pajamas,792,78.5365,-4.61776,30.3127,0.541283,0.790126,0.768354,0.537974,201.482130,195.930270,137.183370
Motherland,793,73.1745,-5.83561,40.7787,0.454306,0.737771,0.712484,0.403069,188.131605,181.683420,102.782595
The Goods,794,67.0011,-6.8676,43.5198,0.366335,0.666769,0.649306,0.319416,170.026095,165.573030,81.451080
Martina Olive,795,57.8844,-8.05001,40.4742,0.258395,0.558309,0.557858,0.254205,142.368795,142.253790,64.822275
Spotlight,796,94.4867,-1.48168,14.5271,0.864084,0.961143,0.938912,0.827394,245.091465,239.422560,210.985470
Bermuda Son,797,92.1978,-2.63321,21.8372,0.811486,0.941751,0.914991,0.746588,240.146505,233.322705,190.379940
Lemon Appeal,798,90.4154,-1.94254,27.6362,0.77204,0.937451,0.892681,0.683358,239.050005,227.633655,174.256290
Fire Dance,799,85.1982,-1.99217,35.7964,0.663963,0.891365,0.834178,0.565718,227.298075,212.715390,144.258090
Yellow Umbrella,800,76.1197,-1.75003,46.4716,0.500822,0.804741,0.734114,0.388813,205.208955,187.199070,99.147315
Rain Slicker,801,69.2946,-0.981284,50.6036,0.39755,0.737662,0.659657,0.285741,188.103810,168.212535,72.863955
Rain Boots,802,61.887,-1.94214,48.2384,0.302706,0.647817,0.585142,0.231154,165.193335,149.211210,58.944270
Perky Tint,803,96.0209,-1.43978,16.5093,0.900582,0.983128,0.95577,0.829161,250.697640,243.72135,211.436055
Sweetie Pie,804,91.2661,0.31348,25.1987,0.790703,0.959078,0.896968,0.711637,244.564890,228.726840,181.467435
Mella Yella,805,88.6762,0.592245,31.7818,0.734802,0.942761,0.866707,0.6338,240.404055,221.010285,161.6190
Sweet Angelica,806,84.4216,1.86666,36.2878,0.648795,0.909961,0.816273,0.554992,232.040055,208.149615,141.522960
Bright Idea,807,76.0698,4.75818,48.4321,0.500009,0.848638,0.717739,0.374947,216.402690,183.023445,95.611485
Yellow Lupine,808,71.4441,4.78552,51.7867,0.428369,0.799341,0.668401,0.30012,203.831955,170.442255,76.53060
Hair Ribbon,809,65.9778,4.95759,53.6705,0.352952,0.740156,0.610819,0.227578,188.739780,155.758845,58.032390
Annabel,810,94.3066,-0.959465,16.3976,0.859866,0.967052,0.93533,0.811307,246.598260,238.50915,206.883285
Martica,811,91.2605,0.305973,24.1831,0.79058,0.957118,0.897061,0.719317,244.065090,228.750555,183.425835
Gold Strand,812,89.519,1.11854,30.5446,0.752692,0.954083,0.87489,0.652346,243.291165,223.09695,166.348230
Glistening,813,85.3269,2.79638,40.4684,0.666501,0.932334,0.823424,0.532202,237.745170,209.973120,135.711510
Golden Glow,814,83.4029,4.43839,49.1486,0.629249,0.931576,0.797466,0.443764,237.551880,203.353830,113.159820
Lemon Surprise,815,78.073,5.72858,52.8508,0.533361,0.882115,0.736357,0.358995,224.939325,187.771035,91.543725
Sin City,816,69.4592,9.48007,59.482,0.399855,0.811328,0.635267,0.211066,206.888640,161.993085,53.821830
Best of Summer,817,95.3735,-1.35135,12.5663,0.885058,0.967833,0.948869,0.852099,246.797415,241.961595,217.285245
Day at the Zoo,818,95.8407,-1.6039,13.0982,0.896243,0.972387,0.954664,0.853157,247.958685,243.439320,217.555035
Lemon Tint,819,95.7247,-1.28615,20.6486,0.893458,0.98946,0.951448,0.79429,252.31230,242.619240,202.54395
Sign of the Crown,820,90.9383,1.88979,39.2147,0.783476,0.989,0.887692,0.600353,252.195,226.361460,153.090015
Sun Touched,821,87.1578,4.80141,51.9016,0.703287,0.980655,0.837328,0.460107,250.067025,213.518640,117.327285
Sunny Mood,822,83.0434,8.1349,66.0816,0.622447,0.966777,0.782754,0.292125,246.528135,199.602270,74.491875
Sun Drops,823,75.5376,13.7821,75.6817,0.491389,0.918004,0.68681,0.0662714,234.091020,175.13655,16.8992070
Hush,824,96.3479,-1.79489,12.2433,0.908492,0.974742,0.960984,0.865241,248.559210,245.050920,220.636455
Frozen Banana,825,96.3472,-1.73751,15.5283,0.908474,0.982469,0.960326,0.84018,250.529595,244.883130,214.24590
Banana Custard,826,95.6319,-2.02223,23.1469,0.891232,0.987845,0.95185,0.773943,251.900475,242.72175,197.355465
Ray of Light,827,95.5806,-2.00846,26.0031,0.890005,0.992804,0.950848,0.751411,253.165020,242.466240,191.609805
Go Go Glow,828,90.7433,2.12444,45.9959,0.779198,0.997514,0.884215,0.544577,254.366070,225.474825,138.867135
Dandy Lion,829,84.5782,7.2992,65.0093,0.651836,0.978843,0.801662,0.318757,249.604965,204.423810,81.283035
Warm Fuzzies,830,78.585,14.8412,71.9639,0.542116,0.958861,0.716497,0.180413,244.509555,182.706735,46.005315
Lavish Lemon,831,94.5945,-1.13166,19.1435,0.866615,0.974712,0.938577,0.793494,248.551560,239.337135,202.340970
Lemon Sponge Cake,832,93.297,-2.3812,31.8461,0.836471,0.974356,0.925366,0.681588,248.460780,235.968330,173.804940
Scene Stealer,833,92.1955,-1.38269,40.1017,0.811435,0.981888,0.909661,0.605634,250.381440,231.963555,154.436670
Lemon Drizzle,834,91.2454,0.385733,50.1318,0.790245,0.996614,0.893705,0.515637,254.136570,227.894775,131.487435
Glitter Yellow,835,86.9955,1.81482,63.9767,0.699972,0.970988,0.842056,0.351419,247.601940,214.724280,89.611845
Basket of Gold,836,83.8121,4.56573,71.9859,0.637053,0.957589,0.799861,0.23504,244.185195,203.964555,59.93520
Fresh Scent,837,80.5412,8.17513,77.6336,0.576453,0.944884,0.754952,0.111497,240.945420,192.512760,28.431735
Fresh Cream,838,97.2553,-1.39423,11.7933,0.930683,0.98709,0.970321,0.878818,251.70795,247.431855,224.098590
Butterball,839,96.2155,-1.76642,24.6951,0.905283,0.999393,0.957585,0.76844,254.845215,244.184175,195.95220
Lemon Zest,840,95.3203,-1.84732,39.2251,0.883791,1.01337,0.945883,0.645576,258.40935,241.200165,164.621880
Sun's Glory,841,90.1127,-0.359277,63.0134,0.76547,0.992335,0.881864,0.392592,253.045425,224.875320,100.110960
Sunnyside,842,85.1514,3.40628,82.482,0.663044,0.972957,0.816772,0.0843574,248.104035,208.276860,21.5111370
Buttered Popcorn,843,82.324,3.82334,85.7532,0.608983,0.943431,0.784878,-0.140707,240.574905,200.143890,-35.880285
Yolk,844,81.8358,3.75988,85.5186,0.599957,0.937055,0.779771,-0.146242,238.949025,198.841605,-37.291710
Lemon Stick,845,97.1406,-1.70874,11.5706,0.927859,0.982856,0.969831,0.879179,250.628280,247.306905,224.190645
Pure Laughter,846,96.3532,-2.24456,21.6031,0.908621,0.991369,0.960738,0.793612,252.799095,244.988190,202.371060
Yellow Blitz,847,95.8403,-3.17126,28.6426,0.896233,0.992042,0.956251,0.733535,252.970710,243.844005,187.051425
Yellow Tail,848,95.3406,-2.42664,43.0598,0.884274,1.01517,0.9471,0.615116,258.86835,241.5105,156.854580
Lemon Peel,849,93.9281,-2.02653,55.1773,0.851044,1.01739,0.929078,0.500915,259.43445,236.914890,127.733325
Citron,850,89.5541,1.70472,75.6861,0.753444,1.01023,0.869697,0.258618,257.60865,221.772735,65.947590
Happy Face,851,86.6784,8.57916,85.4861,0.693527,1.02586,0.819973,0.0426105,261.59430,209.093115,10.8656775
Touch of Sun,852,97.2641,-1.11562,7.39608,0.930899,0.978993,0.970453,0.912503,249.643215,247.465515,232.688265
Lemon Lilly,853,96.1638,-1.2987,14.0701,0.904032,0.980537,0.957407,0.84938,250.036935,244.138785,216.59190
Crocus Tint,854,95.3981,-0.882342,21.9847,0.885644,0.991379,0.946589,0.780583,252.801645,241.380195,199.048665
Butter Tart,855,93.2014,1.9158,39.7855,0.834278,1.01622,0.91276,0.619774,259.13610,232.75380,158.042370
Broadway Lights,856,91.0761,5.01556,54.0275,0.786509,1.03044,0.879799,0.4834,262.76220,224.348745,123.2670
Peeps,857,86.4351,11.5099,76.4852,0.688608,1.03595,0.810001,0.219102,264.16725,206.550255,55.871010
Look at the Bright Side,858,82.7959,18.8561,93.2469,0.617793,1.04442,0.749285,-0.339844,266.32710,191.067675,-86.660220
Daylilly Yellow,859,94.7739,-0.730658,15.6412,0.870841,0.972467,0.940131,0.822235,247.979085,239.733405,209.669925
Hawaiian Cream,860,92.6263,0.864158,25.6755,0.821166,0.979412,0.910708,0.722739,249.750060,232.230540,184.298445
Lemon Filling,861,91.2518,1.1423,33.1574,0.790386,0.978274,0.893744,0.650608,249.459870,227.904720,165.905040
Yellow Trumpet,862,87.9841,3.93821,43.7096,0.720322,0.974874,0.849397,0.534636,248.592870,216.596235,136.332180
I'm a Local,863,79.7938,8.60578,54.9715,0.563168,0.922267,0.747295,0.359933,235.178085,190.560225,91.782915
Lioness,864,74.6971,10.6485,58.3985,0.477976,0.878357,0.687334,0.277931,223.981035,175.270170,70.872405
Lemon Bar,865,68.7632,10.0069,61.3418,0.390165,0.807664,0.626546,0.184135,205.954320,159.769230,46.954425
Apple Sauce,866,93.3407,-0.184646,13.5397,0.837473,0.955829,0.923037,0.82258,243.736395,235.374435,209.75790
Egg Noodle,867,90.7279,0.738481,20.3385,0.77886,0.94701,0.890604,0.742881,241.48755,227.104020,189.434655
Shortcake,868,87.8863,1.95316,25.6062,0.718292,0.933142,0.855409,0.672872,237.951210,218.129295,171.582360
Frozen Fruit,869,82.4644,3.19185,27.826,0.611596,0.884216,0.792662,0.599389,225.475080,202.128810,152.844195
Lemon Slice,870,69.1501,5.90213,38.8567,0.395531,0.767776,0.642684,0.381926,195.782880,163.884420,97.391130
Gold Finch,871,65.7697,6.07576,37.0076,0.35027,0.729352,0.607265,0.362814,185.984760,154.852575,92.517570
Saffron Valley,872,57.4068,8.15964,41.9002,0.253417,0.654679,0.5164,0.244991,166.943145,131.6820,62.472705
Washed in Light,873,92.8116,2.5999,17.7836,0.825374,0.979242,0.909563,0.785242,249.706710,231.938565,200.236710
Kettle Corn,874,90.8459,2.90377,20.6689,0.781447,0.964636,0.886487,0.742154,245.982180,226.054185,189.249270
Nothing Less,875,89.3551,3.14544,20.7435,0.749192,0.949576,0.869338,0.725603,242.141880,221.681190,185.028765
Corn Chowder,876,81.0214,5.13706,28.0211,0.585098,0.881515,0.772135,0.583431,224.786325,196.894425,148.774905
Gold Digger,877,73.7295,7.01158,34.6851,0.46284,0.821121,0.688543,0.459541,209.385855,175.578465,117.182955
Glorious Gold,878,67.8808,8.40752,36.7169,0.378106,0.766903,0.62339,0.386521,195.560265,158.96445,98.562855
Golden Cadillac,879,58.7865,9.65607,37.3567,0.267976,0.674567,0.526931,0.293963,172.014585,134.367405,74.960565
Cauliflower Cream,880,91.1402,1.60207,15.992,0.787922,0.949385,0.893691,0.780392,242.093175,227.891205,198.999960
Golden Syrup,881,87.1426,2.57468,20.893,0.702976,0.920762,0.84631,0.700654,234.794310,215.80905,178.666770
Marzipan,882,85.8166,3.06795,23.3355,0.676211,0.91366,0.830173,0.668322,232.98330,211.694115,170.422110
Follow the Leader,883,80.543,3.63233,26.4797,0.576485,0.863524,0.770896,0.589599,220.198620,196.578480,150.347745
Gold Tweed,884,71.815,5.6536,33.1726,0.433843,0.789104,0.671858,0.451262,201.221520,171.323790,115.071810
Jungle Expedition,885,62.9343,7.21807,36.6745,0.315082,0.704803,0.575279,0.338118,179.724765,146.696145,86.220090
Gold Estate,886,53.0342,6.43111,34.8845,0.210775,0.591045,0.477538,0.256836,150.716475,121.772190,65.493180
Haystack,887,90.929,1.40557,15.4452,0.783272,0.944438,0.89191,0.782178,240.831690,227.43705,199.455390
Golden Weave,888,88.2832,1.84991,15.338,0.726555,0.917675,0.861492,0.754408,234.007125,219.680460,192.374040
Russeau Gold,889,86.5021,2.65574,21.8509,0.68996,0.915855,0.838928,0.686651,233.543025,213.926640,175.096005
Dubloon,890,76.019,6.40017,27.7735,0.499182,0.833453,0.71522,0.534103,212.530515,182.38110,136.196265
Silence is Golden,891,68.0853,7.8186,31.305,0.380879,0.759168,0.627562,0.428631,193.587840,160.028310,109.300905
Gold Ransom,892,62.714,8.10237,31.3851,0.312451,0.701975,0.571342,0.375445,179.003625,145.692210,95.738475
Rich and Rare,893,51.8867,8.82235,34.1222,0.200438,0.591945,0.460453,0.252652,150.945975,117.415515,64.426260
Misty Mustard,894,93.3715,1.15432,14.0238,0.838183,0.967235,0.920001,0.819535,246.644925,234.600255,208.981425
Rotunda Gold,895,90.4071,3.77999,19.6814,0.771859,0.964079,0.879554,0.745092,245.840145,224.286270,189.998460
Coin Purse,896,86.1512,5.76135,24.1996,0.682899,0.937687,0.826952,0.666033,239.110185,210.872760,169.838415
Bag of Gold,897,78.8838,7.88337,31.8408,0.547271,0.881168,0.741655,0.5335,224.697840,189.122025,136.0425
Goby Desert,898,72.4714,10.2939,36.4368,0.443645,0.829851,0.666666,0.434786,211.612005,169.999830,110.870430
Bugle Boy,899,62.8337,11.7995,40.7343,0.313878,0.735136,0.562254,0.307951,187.459680,143.374770,78.527505
Unforgettably Gold,900,57.8319,12.255,39.3996,0.257845,0.68104,0.510478,0.270354,173.66520,130.171890,68.940270
Spinning Wheel,901,94.1162,0.457565,10.5503,0.855421,0.962824,0.930617,0.853888,245.520120,237.307335,217.741440
Soleil,902,89.7237,4.35348,22.6319,0.757083,0.965781,0.870111,0.715578,246.274155,221.878305,182.472390
Dainty Flower,903,87.0077,6.36801,28.6729,0.70022,0.958874,0.834214,0.641468,244.512870,212.724570,163.574340
Sunday Afternoon,904,85.5692,5.84351,31.8665,0.671292,0.943705,0.819383,0.601954,240.644775,208.942665,153.498270
Egyptian Gold,905,80.6846,8.61579,35.5836,0.579027,0.911445,0.758734,0.523876,232.418475,193.477170,133.588380
Cat's Eye Marble,906,71.7381,11.9602,44.5013,0.432704,0.840302,0.653796,0.366014,214.277010,166.717980,93.333570
Millionaire,907,59.2781,14.1945,45.8473,0.273296,0.713383,0.519409,0.233976,181.912665,132.449295,59.663880
God-Given,908,96.1173,-0.32948,10.2065,0.902908,0.978704,0.955111,0.878492,249.569520,243.553305,224.015460
Autumn Child,909,92.4213,3.0438,21.1562,0.816526,0.984506,0.903601,0.755509,251.049030,230.418255,192.654795
Western Sky,910,89.3596,5.49613,30.1274,0.749287,0.98214,0.862176,0.655023,250.44570,219.854880,167.030865
Sunset in Italy,911,82.0745,9.92574,38.1944,0.604358,0.939244,0.770047,0.51858,239.507220,196.361985,132.23790
Tropical Dream,912,77.52,11.6529,42.2537,0.524011,0.902488,0.716079,0.441416,230.134440,182.600145,112.561080
Angel Food Cake,913,70.2434,14.386,49.7473,0.410964,0.842429,0.631195,0.309911,214.819395,160.954725,79.027305
Child of the Moon,914,63.322,16.5782,52.5741,0.319748,0.777618,0.553489,0.217489,198.292590,141.139695,55.459695
Queenly Laugh,915,93.7985,1.44778,14.9699,0.848038,0.976256,0.923905,0.817107,248.945280,235.595775,208.362285
Honey Cream,916,92.8178,3.18866,17.0425,0.825517,0.982135,0.908262,0.791059,250.444425,231.606810,201.720045
Canyon Sand,917,87.2685,5.15019,25.6617,0.705553,0.948606,0.840582,0.6667,241.894530,214.348410,170.0085
Good-Looking,918,85.6739,5.14405,25.075,0.673371,0.929463,0.823169,0.654247,237.013065,209.908095,166.832985
Venice Square,919,81.4846,6.81135,30.4841,0.593518,0.901657,0.772614,0.570191,229.922535,197.016570,145.398705
Sunrise Heat,920,68.7919,10.2718,39.0332,0.390561,0.791079,0.627888,0.378592,201.725145,160.111440,96.540960
Waxen Moon,921,58.4885,14.5069,42.1736,0.264785,0.703523,0.510902,0.256076,179.398365,130.280010,65.299380
Cheesecake,922,94.4351,-0.059508,12.4805,0.862874,0.966831,0.935163,0.842668,246.541905,238.466565,214.880340
Tiffany Light,923,91.8847,3.7232,26.6822,0.804461,0.993107,0.895142,0.707793,253.242285,228.261210,180.487215
First Day of School,924,88.881,5.35305,33.2884,0.739123,0.980487,0.856864,0.625706,250.024185,218.500320,159.555030
Jonquil Trail,925,86.5595,7.20316,35.7541,0.69112,0.969809,0.826279,0.58294,247.301295,210.701145,148.64970
Perky Yellow,926,83.7775,8.16903,40.8155,0.63639,0.950692,0.792832,0.515242,242.426460,202.172160,131.386710
Lemon Poppy,927,74.498,12.3955,50.7313,0.474836,0.880449,0.681195,0.343509,224.514495,173.704725,87.594795
Yellow Warning,928,63.8917,14.9264,54.1457,0.326686,0.775722,0.563728,0.207828,197.809110,143.750640,52.996140
Yellow Bonnet,929,96.8589,-0.770203,7.2417,0.920943,0.976714,0.965051,0.909219,249.062070,246.088005,231.850845
Marshmallow Fluff,930,95.9322,-0.862833,11.6347,0.898445,0.975791,0.95411,0.865465,248.826705,243.29805,220.693575
Lemon Bubble,931,93.7153,0.918368,23.7625,0.846112,0.988761,0.923008,0.749134,252.134055,235.367040,191.029170
