colorCode,colorName,hexCode
1651,New Providence Navy,#455a63
1652,Navy Masterpiece,#445256
1653,Glacier Blue,#c9dfe3
1654,Ashwood Gray,#bad4db
1655,Blue Bay Marina,#afccd5
1656,Aspen Skies,#96bac7
1657,Niagara Falls,#779fb1
1658,Lakeside Cabin,#628798
1659,Spellbound,#4f6570
1660,Polar Ice,#d5e3e5
1661,Heaven on Earth,#c4d8de
1662,Mediterranean Sky,#a5c2ce
1663,New Born's Eyes,#90b0c0
1664,Sea Reflections,#7193a4
1665,Mozart Blue,#547385
1666,In the Midnight Hour,#425764
1667,Blue Haze,#ccdde0
1668,Blue Stream,#b1cad1
1669,Saratoga Springs,#94b2bd
1670,Labrador Blue,#809ead
1671,West Coast,#6c8996
1672,Alfresco,#688290
1673,Vermont Slate,#4d646f
1674,Polar Sky,#ccdee3
1675,Under the Big Top,#bdd5de
1676,Northern Air,#a1bfcf
1677,Colonial Blue,#82a3b7
1678,Blue Nose,#6488a0
1679,Bedford Blue,#4f748d
1680,Hudson Bay,#405367
